epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,3.10568,2.08638,3.33529,2.04514,0.00333,1,0.00505,0.00051,3.57219,4.85406,4.20868,0,0,0
